0;0;1
topGenes;topGenes;Weights
Feature_169;Feature_169;1.0
Feature_132;Feature_132;0.9919602911288491
Feature_160;Feature_160;0.968848389329118
Feature_440;Feature_440;0.8066699238457538
Feature_272;Feature_272;0.7744842279886491
Feature_152;Feature_152;0.7255574721523326
Feature_341;Feature_341;0.6790612276317899
Feature_27;Feature_27;0.6758148814451288
Feature_183;Feature_183;0.6521877773401982
Feature_289;Feature_289;0.6307577420716677
Feature_299;Feature_299;0.5504159403076382
Feature_65;Feature_65;0.537318023912936
Feature_44;Feature_44;0.5307196911824602
Feature_264;Feature_264;0.5201964941967108
Feature_164;Feature_164;0.4948349383123745
Feature_53;Feature_53;0.4832646175047716
Feature_176;Feature_176;0.47892255606437123
Feature_300;Feature_300;0.4652061854660952
Feature_375;Feature_375;0.45570740236626567
Feature_363;Feature_363;0.44968504059714287
Feature_351;Feature_351;0.4046115344077848
Feature_291;Feature_291;0.4027486540251678
Feature_97;Feature_97;0.36376058840974146
Feature_77;Feature_77;0.35435237096821304
Feature_463;Feature_463;0.3476702855602161
Feature_139;Feature_139;0.34552313942780827
Feature_192;Feature_192;0.3418540360372227
Feature_476;Feature_476;0.337902624649944
Feature_448;Feature_448;0.3163156363155682
Feature_155;Feature_155;0.3100692880145337
Feature_400;Feature_400;0.30920836608980556
Feature_487;Feature_487;0.30459832740538745
Feature_450;Feature_450;0.304285243529998
Feature_261;Feature_261;0.2902194727363695
Feature_361;Feature_361;0.2865981972539615
Feature_262;Feature_262;0.2852627747109358
Feature_259;Feature_259;0.2798664828049371
Feature_444;Feature_444;0.2730657771367485
Feature_323;Feature_323;0.2658240680057646
Feature_1;Feature_1;0.26422892993679353
Feature_69;Feature_69;0.26102643741952164
Feature_338;Feature_338;0.2591060578284242
Feature_143;Feature_143;0.251765286390695
Feature_494;Feature_494;0.251395662605843
Feature_344;Feature_344;0.24977620924339813
Feature_148;Feature_148;0.24593635062762823
Feature_498;Feature_498;0.24120778957067335
Feature_226;Feature_226;0.23549988210410847
Feature_15;Feature_15;0.23218305680592896
Feature_23;Feature_23;0.22274989758993546
Feature_110;Feature_110;0.2204273367799707
